idade,genero,etnia,pcd,vive_no_brasil,estado_moradia,nivel_ensino,formacao,tempo_experiencia_dados,linguagens_preferidas,cloud_preferida,cargo,sql,nosql
39.0,2,1,1,1,6,1,9,7,1,4,-1,4,0
53.0,2,4,1,1,6,1,9,1,5,4,6,4,0
27.0,2,4,1,1,12,1,3,3,5,2,1,1,0
46.0,1,4,1,1,13,1,9,6,5,4,6,1,0
32.0,1,1,1,1,5,1,7,6,5,1,-1,1,0
21.0,2,1,1,1,24,2,3,7,5,2,3,1,0
31.0,1,4,1,1,20,3,8,2,5,4,6,2,1
33.0,2,4,1,1,24,1,2,2,5,1,3,1,0
,1,1,1,1,4,1,3,4,1,1,-1,1,0
25.0,1,1,1,1,18,2,2,2,5,2,3,1,0
33.0,2,4,1,1,20,1,2,7,5,3,-1,3,0
24.0,2,3,1,1,11,3,1,7,5,3,5,2,3
35.0,1,1,1,1,24,3,5,7,5,1,5,1,0
28.0,2,4,1,1,24,3,1,1,5,1,3,3,0
28.0,2,4,1,1,12,3,1,2,5,4,2,2,3
26.0,1,4,1,1,24,3,2,1,5,1,11,1,0
26.0,2,4,1,1,15,3,9,7,5,1,-1,1,1
46.0,1,4,1,1,18,1,9,4,5,3,2,6,2
27.0,1,1,1,1,12,3,3,1,5,4,1,2,3
25.0,1,1,1,1,24,2,9,6,5,2,4,1,0
27.0,1,2,1,1,7,3,9,7,5,1,6,3,0
25.0,2,4,1,1,24,3,2,7,5,4,1,1,0
26.0,2,1,1,1,12,2,3,7,1,3,11,1,0
27.0,2,1,1,1,15,1,1,2,5,2,2,2,1
29.0,2,2,1,1,12,3,2,2,5,2,3,1,0
33.0,2,4,1,1,24,1,2,3,5,2,6,2,0
25.0,2,4,1,1,15,2,1,2,5,4,3,1,0
27.0,2,4,1,1,24,1,2,2,5,4,5,1,0
26.0,2,4,1,1,20,3,9,7,5,1,2,0,0
31.0,2,2,1,1,20,1,2,7,5,4,1,3,1
40.0,1,1,1,1,4,1,3,5,5,2,-1,0,0
29.0,2,4,1,1,18,3,9,1,5,1,2,1,4
18.0,2,1,1,1,15,5,-1,6,5,2,4,1,0
29.0,2,4,1,1,6,3,9,3,5,2,1,4,0
24.0,2,2,1,1,24,2,6,2,5,1,11,1,0
24.0,2,-1,1,1,18,1,9,2,5,4,-1,1,0
29.0,2,4,1,1,12,3,9,1,5,4,2,6,6
30.0,1,4,1,1,14,3,7,7,5,4,1,0,1
37.0,1,4,1,2,-1,1,3,7,5,1,1,4,0
28.0,2,4,1,1,11,1,9,1,5,1,-1,1,2
40.0,2,4,1,1,14,1,1,7,5,1,2,7,6
28.0,2,1,1,1,24,3,9,7,5,4,1,0,1
30.0,2,4,1,1,24,3,1,3,5,3,5,1,0
33.0,2,-1,1,1,5,3,6,3,5,1,11,2,1
28.0,2,4,1,1,24,3,9,3,5,2,2,2,0
34.0,2,2,1,1,12,3,9,5,5,4,3,3,0
31.0,2,4,1,1,15,1,2,7,5,2,5,1,0
30.0,1,1,1,1,24,1,2,1,5,2,1,1,1
39.0,2,4,1,1,24,1,9,4,5,3,2,3,3
31.0,2,1,1,1,12,1,9,1,5,4,-1,3,2
,2,2,1,1,12,1,9,7,5,4,11,1,0
38.0,2,1,1,1,12,1,9,5,5,3,11,2,0
28.0,2,4,1,1,20,2,9,7,5,2,2,4,2
27.0,1,4,1,1,18,1,2,6,5,2,4,0,1
26.0,1,4,2,1,24,3,9,7,5,4,3,2,0
33.0,2,1,1,1,10,2,9,3,5,2,11,4,2
28.0,1,4,1,1,24,3,4,7,5,2,11,0,1
31.0,1,4,1,1,12,3,9,4,5,3,2,1,3
25.0,2,1,1,1,24,1,1,7,5,4,11,0,0
35.0,2,4,1,1,24,3,1,3,1,4,1,0,2
44.0,1,4,1,1,24,1,8,1,5,1,11,2,1
34.0,2,-1,1,1,23,1,9,5,5,4,1,2,0
32.0,2,1,1,1,18,3,9,1,5,2,2,1,0
48.0,2,4,1,1,15,1,9,7,5,3,2,2,1
33.0,2,4,1,1,24,1,9,4,5,2,-1,7,3
33.0,1,4,2,1,24,3,4,1,5,1,1,0,2
26.0,1,4,1,1,24,1,1,7,5,4,2,1,1
28.0,1,1,1,1,12,1,9,3,5,4,1,0,3
22.0,2,1,1,1,7,3,1,7,5,4,11,2,0
31.0,1,1,1,1,15,1,3,5,2,1,11,1,0
37.0,1,4,1,1,15,1,1,2,5,3,-1,3,0
30.0,2,1,1,1,18,1,6,7,5,2,2,4,2
36.0,1,2,1,1,18,1,2,4,5,1,4,1,0
,2,4,1,1,24,3,2,3,5,2,4,1,1
40.0,2,3,1,1,24,1,9,3,5,1,3,1,0
51.0,1,4,1,1,24,3,2,4,5,3,3,0,0
29.0,2,4,1,1,24,1,2,2,5,2,11,0,0
29.0,2,4,1,1,12,3,4,1,5,3,3,5,1
26.0,2,4,1,1,18,3,4,6,5,2,4,1,0
44.0,2,3,1,1,24,1,9,4,-1,1,2,1,0
33.0,2,1,1,2,-1,1,9,3,5,2,11,2,0
39.0,2,1,1,1,18,1,4,3,5,2,3,1,0
25.0,1,4,1,1,24,3,8,1,5,4,11,1,3
31.0,2,4,1,1,15,1,1,1,5,1,-1,2,0
20.0,2,1,1,1,24,2,5,7,2,4,11,2,1
25.0,2,2,1,1,12,3,1,1,5,2,1,2,2
24.0,2,1,1,1,24,1,1,7,5,3,-1,3,2
27.0,2,2,1,1,15,3,2,2,5,4,11,0,1
26.0,2,4,1,1,18,3,1,7,5,2,3,1,0
,2,2,1,1,24,1,9,5,5,1,11,4,0
32.0,2,4,1,1,12,3,1,2,5,2,2,1,0
27.0,2,1,1,1,24,1,9,1,-1,4,2,2,5
27.0,2,4,1,1,20,1,9,1,5,4,1,2,3
23.0,2,4,1,1,25,2,1,2,5,1,-1,1,1
22.0,2,2,1,1,24,2,9,2,5,1,3,2,0
42.0,2,2,1,1,24,1,9,2,5,2,6,1,0
25.0,2,4,1,1,24,3,1,1,1,4,2,1,2
26.0,2,4,1,1,24,1,1,1,5,4,6,1,0
34.0,2,4,1,2,-1,1,9,3,1,4,5,1,0
36.0,1,-1,1,1,10,1,7,1,5,4,1,0,2
21.0,1,1,1,1,23,2,2,7,5,1,-1,1,0
29.0,1,1,1,1,24,1,9,3,5,1,-1,1,0
29.0,2,4,1,1,12,3,9,3,5,1,3,1,1
27.0,1,1,1,1,24,1,9,3,5,1,5,1,0
25.0,2,1,1,1,24,3,2,7,5,3,-1,0,1
30.0,2,1,1,1,24,2,1,3,5,1,2,7,6
25.0,2,4,1,1,18,3,9,2,5,3,2,3,1
24.0,2,4,1,1,15,3,1,7,5,4,3,4,0
31.0,2,4,1,1,24,1,1,7,5,4,1,2,1
31.0,2,1,1,1,12,3,2,7,5,4,-1,1,0
33.0,2,4,1,1,24,1,1,1,1,4,11,3,0
47.0,1,2,1,1,24,3,4,7,5,4,11,1,2
22.0,2,2,1,1,18,2,9,7,5,4,11,2,2
26.0,2,1,1,1,19,3,1,2,5,4,2,3,0
,2,1,1,1,24,3,9,2,5,1,1,2,2
31.0,1,4,1,1,23,3,4,6,5,1,4,2,0
37.0,1,3,1,1,24,3,9,7,5,1,2,2,1
26.0,1,4,1,1,18,1,3,1,5,4,1,0,1
32.0,2,4,1,1,24,1,2,3,1,4,11,2,1
,2,4,1,1,16,1,9,2,5,3,1,4,2
28.0,1,4,1,1,12,3,5,1,5,2,-1,0,1
24.0,2,1,1,1,24,3,9,7,5,4,2,0,0
32.0,1,4,1,1,24,1,7,2,1,1,11,1,1
34.0,2,4,1,1,24,3,1,7,5,4,1,2,1
44.0,1,2,1,1,20,1,1,2,1,3,2,0,1
26.0,2,4,1,2,-1,1,1,3,5,4,2,9,4
31.0,1,2,1,1,4,1,9,7,5,2,11,2,0
39.0,1,2,1,1,12,1,3,4,5,1,11,1,0
29.0,2,4,1,1,24,3,2,3,2,1,3,3,0
36.0,1,2,1,1,18,1,1,7,5,4,1,1,0
22.0,1,1,1,1,24,2,6,6,5,1,-1,0,0
28.0,2,2,1,1,12,3,3,7,1,4,11,3,1
31.0,2,1,1,1,24,3,1,1,1,4,11,1,0
26.0,2,4,1,1,24,3,1,7,5,4,3,3,1
32.0,2,4,1,1,12,1,1,7,5,3,2,2,1
25.0,1,1,1,1,16,3,9,1,5,4,2,4,5
33.0,2,4,1,1,24,1,4,6,-1,4,4,1,0
33.0,2,4,1,1,15,1,9,5,5,2,-1,1,0
29.0,2,4,1,1,12,1,9,7,2,2,3,1,1
25.0,2,4,1,1,24,3,9,2,5,1,11,1,0
33.0,2,4,1,1,15,3,2,6,5,3,4,2,0
34.0,2,4,1,1,12,1,1,6,5,4,-1,1,0
32.0,2,1,1,1,15,1,2,7,5,4,11,1,0
46.0,1,4,2,1,24,1,1,7,5,4,-1,0,1
42.0,2,4,1,1,23,3,9,1,5,2,-1,5,1
21.0,2,4,1,1,24,2,2,7,5,4,2,2,2
39.0,2,4,1,1,7,1,9,3,5,4,2,3,1
31.0,1,4,1,1,24,1,4,6,1,2,4,0,0
29.0,2,2,1,1,15,1,2,3,5,1,11,1,1
26.0,1,4,1,1,24,3,9,1,5,1,1,2,1
24.0,2,2,1,1,24,2,9,7,5,4,4,1,0
29.0,2,1,1,1,1,2,2,3,2,1,11,2,0
21.0,2,4,1,1,24,1,2,7,5,4,2,2,1
29.0,1,1,1,1,12,3,1,7,5,4,11,2,0
30.0,2,4,1,1,24,1,9,7,5,4,11,2,0
32.0,2,4,1,2,-1,1,9,7,1,1,11,3,0
26.0,2,4,1,1,8,3,9,7,5,2,2,2,1
34.0,1,1,1,1,24,1,9,3,5,2,-1,1,0
34.0,1,1,1,1,20,1,2,3,5,1,4,1,0
20.0,2,4,1,1,12,2,9,7,5,2,1,0,1
24.0,2,4,1,1,24,1,1,1,5,4,1,2,0
26.0,1,1,1,1,24,2,1,3,5,4,11,3,4
26.0,1,4,1,1,20,3,2,7,5,4,1,1,1
27.0,2,4,1,1,12,3,1,1,5,1,5,2,0
34.0,2,1,1,1,24,1,1,3,5,4,-1,3,8
31.0,2,4,1,1,24,3,1,2,5,4,-1,1,0
27.0,2,1,1,1,24,3,2,7,5,1,3,1,0
34.0,2,1,1,1,4,1,2,5,5,4,11,2,1
23.0,2,2,1,1,24,2,1,1,5,4,1,3,2
33.0,2,4,1,1,24,3,9,4,5,4,2,4,4
30.0,2,4,1,1,24,1,1,7,5,1,4,0,1
26.0,1,4,1,1,12,3,4,2,5,1,2,3,0
35.0,2,3,1,2,-1,3,2,7,5,2,5,1,0
27.0,-1,4,1,1,15,1,8,2,5,3,4,1,0
31.0,2,4,1,1,24,3,9,7,5,3,4,1,0
30.0,2,4,1,1,24,1,9,5,5,2,-1,1,0
24.0,1,4,1,1,24,2,9,7,5,4,1,0,1
32.0,1,4,1,1,18,3,1,1,5,1,11,1,0
31.0,2,4,1,1,15,3,7,6,5,2,4,0,0
34.0,2,2,1,1,24,1,9,5,5,2,-1,3,0
22.0,2,4,1,1,24,3,9,1,5,1,11,2,0
29.0,1,4,1,1,4,3,5,2,5,1,6,2,0
44.0,1,2,1,1,24,5,-1,7,4,1,4,0,1
22.0,2,3,1,1,16,2,9,2,5,3,11,1,0
29.0,2,4,1,1,24,3,1,1,5,4,1,1,0
28.0,1,4,1,1,16,2,2,2,5,4,2,1,2
26.0,1,4,1,1,24,3,1,7,-1,4,11,1,2
27.0,2,3,1,1,24,3,2,6,5,4,4,1,0
31.0,2,1,1,1,24,3,1,2,5,4,5,2,0
24.0,1,2,1,1,24,3,9,7,5,1,2,1,1
33.0,2,1,1,1,6,2,4,7,5,3,4,2,0
21.0,2,4,1,1,6,2,3,7,5,4,1,0,3
30.0,2,-1,1,1,24,1,9,5,5,4,2,8,11
33.0,2,1,1,1,24,3,2,7,5,4,11,1,0
34.0,2,-1,1,1,25,3,9,5,5,1,4,1,0
27.0,2,4,1,1,24,1,1,7,5,4,11,3,1
26.0,2,4,1,1,24,1,6,2,5,4,1,2,1
31.0,2,4,1,1,24,1,3,1,5,4,3,3,0
33.0,2,4,1,1,12,3,9,4,5,3,2,0,2
28.0,1,4,1,1,12,3,9,3,5,2,2,2,0
50.0,2,4,1,1,20,3,9,4,5,1,2,3,0
31.0,2,4,1,1,20,3,9,1,5,2,2,2,3
25.0,2,4,1,1,24,1,5,3,5,3,3,1,0
30.0,2,1,1,1,24,1,9,5,5,2,1,1,0
36.0,2,4,1,1,24,3,9,5,5,2,1,2,0
22.0,2,2,1,2,-1,2,9,7,5,1,11,1,0
25.0,2,4,1,1,7,3,1,7,5,3,3,0,0
27.0,1,4,1,1,18,3,9,7,5,2,-1,0,2
26.0,2,4,1,1,24,3,1,1,5,4,1,2,0
30.0,1,4,1,1,20,2,3,7,5,3,4,2,0
29.0,2,4,1,1,24,3,9,1,5,1,2,8,11
31.0,2,2,1,1,5,3,9,3,5,4,11,1,1
25.0,2,4,1,1,24,3,1,6,5,1,-1,2,0
29.0,1,4,1,1,24,1,9,5,2,4,5,0,1
42.0,2,1,1,1,4,1,9,4,5,2,2,2,0
45.0,1,4,1,1,6,1,9,5,5,3,11,1,0
26.0,2,4,1,1,24,1,2,1,5,2,11,0,0
28.0,2,4,1,1,24,3,9,3,5,2,2,0,1
23.0,2,4,1,1,20,2,9,7,5,3,11,1,0
25.0,2,1,1,1,12,2,3,2,4,2,3,1,0
38.0,2,4,1,1,18,1,5,2,5,4,2,4,2
32.0,2,1,1,1,8,3,9,7,5,1,-1,1,0
24.0,1,4,1,1,24,3,1,7,5,4,-1,0,2
25.0,2,2,1,1,15,1,2,1,5,4,11,1,0
32.0,2,1,1,1,24,3,2,1,5,2,3,4,0
33.0,2,1,1,1,15,5,-1,2,5,1,3,0,1
24.0,2,4,1,1,15,3,2,7,5,1,-1,2,1
28.0,1,1,1,1,18,3,1,3,5,1,11,1,1
34.0,1,4,1,1,24,3,2,5,5,1,4,0,1
38.0,2,4,1,1,24,2,4,1,5,1,3,2,1
33.0,1,4,1,1,18,3,2,3,5,4,5,0,1
26.0,2,4,1,1,15,5,-1,7,5,1,11,1,0
28.0,2,1,1,1,12,3,1,7,5,4,11,2,0
38.0,2,1,1,1,15,1,2,1,5,1,-1,1,0
32.0,2,4,1,1,24,1,9,7,5,-1,1,2,2
22.0,2,4,1,1,23,2,9,2,5,1,3,2,0
31.0,2,1,1,2,-1,1,9,2,5,2,1,0,0
25.0,2,1,1,1,24,3,9,7,5,4,1,1,1
35.0,1,1,1,1,24,1,6,7,5,3,2,0,1
36.0,2,4,1,1,24,3,9,3,5,2,5,3,2
34.0,2,4,1,2,-1,1,9,1,5,1,4,1,2
36.0,1,3,1,1,24,1,6,2,5,2,2,1,1
35.0,2,4,1,1,15,1,6,2,5,4,3,1,0
37.0,2,4,1,1,15,1,6,1,5,3,-1,0,0
25.0,2,2,1,1,24,3,9,1,5,4,2,6,1
23.0,2,3,1,1,24,3,5,7,5,3,3,0,1
29.0,2,4,1,1,24,3,1,1,5,1,1,2,2
38.0,1,4,1,1,24,2,9,2,5,2,2,2,1
30.0,2,4,1,1,24,3,1,1,5,4,11,1,0
22.0,2,1,1,1,24,2,3,2,5,1,3,1,1
26.0,1,4,1,1,12,3,9,1,5,2,-1,1,3
25.0,2,1,1,1,24,3,1,2,5,4,11,0,0
32.0,2,1,1,1,18,1,2,1,5,2,11,1,0
29.0,2,4,1,1,16,3,9,2,5,1,-1,1,0
41.0,2,4,1,1,12,3,9,7,5,2,11,1,0
25.0,2,3,1,1,24,3,9,3,5,4,2,4,6
28.0,1,1,1,1,14,3,9,7,5,4,2,2,3
37.0,2,1,1,1,24,3,1,2,5,1,11,1,0
35.0,1,4,1,1,25,3,2,7,5,2,5,1,2
22.0,1,4,1,1,24,3,2,7,5,1,1,1,0
25.0,2,4,1,1,24,1,1,7,5,4,2,2,2
32.0,2,1,1,1,24,1,3,4,1,2,1,3,0
29.0,1,1,1,1,6,2,9,6,5,2,4,3,1
34.0,2,4,1,1,15,1,2,3,5,3,-1,1,1
31.0,2,1,1,1,15,1,9,3,5,3,6,2,0
45.0,2,4,1,1,24,1,1,1,5,2,1,4,0
27.0,2,4,1,1,18,1,1,1,5,2,1,0,2
25.0,2,4,1,1,23,3,1,1,5,4,-1,1,0
26.0,2,4,1,1,4,3,2,2,5,4,-1,0,0
23.0,2,1,1,1,5,2,1,2,5,2,3,2,0
26.0,1,4,1,1,8,1,9,1,5,4,3,2,0
37.0,2,4,1,1,24,1,9,7,5,2,1,2,1
35.0,2,1,1,1,24,1,5,4,5,3,11,2,0
37.0,2,4,1,1,24,3,2,6,5,4,4,0,1
32.0,2,4,1,1,24,3,8,2,5,2,1,1,0
46.0,1,4,1,1,24,1,9,6,5,2,4,1,0
26.0,2,4,1,1,24,3,6,3,5,1,-1,1,0
32.0,2,4,1,1,15,3,9,7,5,2,11,1,1
36.0,2,4,1,1,6,3,9,2,5,3,4,0,1
26.0,2,1,1,1,24,1,1,1,5,2,11,2,2
22.0,1,4,1,1,20,2,5,7,5,1,3,0,0
28.0,1,4,1,1,15,1,9,7,5,1,1,1,0
35.0,2,4,1,1,24,3,1,2,5,3,-1,0,0
32.0,1,2,1,2,-1,1,5,7,5,4,11,0,0
48.0,2,1,2,1,24,1,4,5,1,4,1,1,1
33.0,1,1,1,1,-1,1,9,3,2,4,5,3,2
35.0,1,1,1,2,-1,1,2,7,5,3,11,4,0
27.0,1,4,1,1,24,3,1,7,5,4,11,4,3
37.0,2,1,1,1,9,1,9,7,5,4,-1,1,0
32.0,2,4,1,1,18,2,2,2,5,1,4,2,0
38.0,1,4,1,1,24,1,7,2,5,2,1,1,1
54.0,2,1,1,1,4,1,3,4,1,2,-1,0,0
39.0,2,1,1,1,13,5,-1,1,5,4,1,3,1
43.0,2,1,1,1,24,1,9,2,4,2,6,5,1
35.0,2,2,1,1,12,3,2,2,5,4,4,0,1
31.0,2,4,1,1,24,3,1,7,5,2,2,0,4
23.0,2,4,1,1,24,3,1,2,5,4,2,1,1
41.0,2,4,1,1,24,1,9,7,5,2,2,5,0
23.0,2,2,1,1,16,1,2,1,5,2,11,4,1
31.0,1,4,1,2,-1,3,1,7,5,3,3,2,0
29.0,2,4,1,1,20,3,2,1,5,3,-1,2,0
27.0,2,4,1,1,24,2,1,2,5,4,1,0,1
35.0,2,4,1,1,24,3,1,7,5,2,-1,1,3
22.0,2,4,1,1,20,2,2,2,5,1,11,3,0
20.0,2,4,1,1,7,2,9,2,5,4,-1,2,1
45.0,1,4,1,1,15,3,1,2,5,4,11,2,2
27.0,1,4,1,1,24,3,2,7,5,1,5,1,0
28.0,2,4,1,1,15,3,1,4,5,3,11,0,1
,2,4,1,1,18,1,9,4,1,2,4,1,0
26.0,2,4,1,1,24,3,2,2,1,1,11,1,0
,2,4,1,1,24,3,9,4,5,4,11,4,1
26.0,2,4,1,1,24,2,1,7,5,4,2,1,4
27.0,2,1,1,1,23,1,1,3,5,1,11,1,0
40.0,2,4,1,1,24,1,1,3,5,4,1,1,1
32.0,2,4,1,1,12,1,9,7,5,3,2,2,0
28.0,2,4,1,1,24,3,2,1,5,4,1,1,1
39.0,2,1,1,1,24,3,1,7,4,2,-1,1,0
47.0,1,4,1,1,20,1,3,3,5,2,1,1,1
46.0,2,1,1,1,4,3,2,4,4,1,5,1,0
25.0,2,4,1,1,12,1,9,7,5,4,11,0,1
22.0,2,-1,1,1,24,2,1,2,1,4,3,1,0
31.0,1,4,1,1,18,3,1,1,5,1,-1,1,0
27.0,2,1,1,1,15,1,2,1,5,1,1,3,0
30.0,2,2,1,1,24,3,1,7,5,4,1,0,2
29.0,2,4,1,1,12,2,9,7,5,3,-1,1,0
26.0,2,4,1,1,24,1,1,7,5,3,2,2,2
37.0,2,4,1,1,12,1,9,5,5,4,3,3,0
30.0,2,4,1,1,15,1,2,1,5,3,3,1,0
29.0,2,4,1,1,23,5,-1,7,5,2,2,1,0
37.0,2,4,1,1,12,1,4,7,5,1,2,2,1
32.0,2,4,1,1,12,1,9,5,-1,3,3,1,0
27.0,1,1,1,1,24,3,1,7,5,4,1,0,0
37.0,2,4,1,1,6,1,9,3,3,4,2,2,3
27.0,2,4,1,1,24,2,9,7,5,3,2,1,1
28.0,2,1,1,1,12,3,2,7,5,3,1,3,0
28.0,2,1,1,1,24,3,9,2,5,1,11,2,0
29.0,2,4,1,1,24,3,1,1,5,4,11,1,1
22.0,2,4,1,1,24,2,8,1,5,4,4,0,0
30.0,2,4,1,1,24,1,4,7,5,4,3,3,0
29.0,2,4,1,1,5,1,6,1,5,2,1,4,1
,2,1,1,1,24,3,2,4,5,3,6,1,0
29.0,2,4,1,1,24,1,4,3,5,3,-1,0,1
35.0,2,-1,1,1,24,3,9,5,5,1,3,1,0
28.0,2,4,1,1,24,1,1,7,5,4,2,2,1
27.0,2,2,1,1,25,1,2,7,5,1,1,0,1
26.0,1,1,1,1,5,1,1,2,5,2,4,0,0
26.0,2,4,1,1,12,3,9,7,5,4,4,3,0
38.0,2,4,1,1,4,2,9,7,5,4,2,1,5
43.0,1,3,1,1,12,2,9,2,5,2,4,2,0
24.0,1,2,1,1,8,3,2,6,1,1,4,0,0
22.0,2,2,1,1,3,3,9,7,5,3,3,0,1
29.0,1,4,1,1,20,3,9,1,5,2,2,5,3
26.0,1,1,1,1,15,3,1,7,5,3,11,1,0
34.0,1,4,1,1,20,1,6,1,5,1,11,1,0
29.0,1,4,1,1,20,1,9,4,5,3,2,1,0
31.0,2,4,1,1,24,1,1,1,5,3,3,1,0
26.0,2,4,1,1,6,3,1,7,5,1,3,1,0
29.0,2,1,1,1,15,1,1,7,5,2,11,1,0
52.0,2,4,1,1,18,3,9,4,5,3,3,2,0
22.0,2,4,1,1,18,3,9,7,5,1,2,4,1
29.0,1,4,1,1,15,3,9,1,5,2,2,2,1
30.0,2,3,1,1,6,1,9,3,5,2,1,3,1
24.0,2,1,1,1,18,3,6,7,5,4,1,0,1
21.0,1,2,1,1,24,2,9,7,5,2,2,3,2
44.0,2,4,1,1,3,1,3,7,5,2,1,1,0
39.0,2,1,1,1,18,2,2,4,5,1,2,7,7
25.0,2,1,1,1,12,3,9,1,5,2,2,2,0
26.0,2,1,1,1,14,3,1,2,5,4,3,2,0
23.0,2,1,1,1,4,5,-1,7,5,1,-1,0,0
30.0,2,4,1,1,7,3,1,7,5,3,5,1,0
34.0,2,4,1,1,14,1,9,3,1,3,-1,1,0
31.0,2,4,1,1,24,1,9,3,5,4,-1,0,1
25.0,2,4,1,1,12,3,9,7,5,1,11,2,0
44.0,2,1,1,1,24,3,1,7,5,2,-1,1,3
39.0,1,4,1,1,12,3,3,7,5,2,11,1,1
28.0,1,4,1,1,8,1,3,2,5,2,1,2,1
27.0,2,1,1,1,4,2,9,2,5,4,4,3,0
33.0,2,4,1,1,18,1,2,2,5,4,3,3,1
34.0,2,1,1,1,24,3,9,1,5,2,2,2,2
37.0,2,4,1,1,10,3,9,5,5,3,3,1,0
23.0,2,4,1,1,5,3,9,7,5,4,2,3,2
29.0,2,4,1,1,18,1,4,7,5,4,11,2,0
24.0,1,4,1,1,24,3,9,3,5,4,11,1,0
23.0,2,1,1,1,13,3,1,1,5,4,1,1,3
36.0,1,4,1,1,20,1,7,3,1,4,1,1,0
36.0,2,4,1,1,15,1,2,7,5,3,3,1,0
28.0,2,2,1,1,16,2,2,7,5,2,3,3,0
31.0,1,4,1,1,24,1,3,3,3,4,-1,1,2
31.0,1,4,1,1,24,1,9,4,5,3,2,3,2
31.0,2,4,1,1,19,1,1,7,2,3,3,1,0
27.0,1,3,1,1,24,3,2,7,5,4,1,1,2
32.0,2,4,1,1,4,1,1,1,5,2,3,2,2
31.0,1,4,1,1,12,1,1,2,5,3,2,1,0
25.0,1,1,1,1,12,3,4,6,5,1,-1,1,0
31.0,2,4,1,1,24,1,9,7,5,4,1,0,2
25.0,1,4,1,1,24,3,5,2,5,2,11,0,0
32.0,2,1,1,1,12,1,9,7,5,3,3,2,0
23.0,1,4,1,1,18,1,5,7,5,1,-1,5,0
25.0,1,4,1,1,15,2,9,1,5,4,11,1,0
52.0,1,1,1,1,12,2,1,7,1,2,6,4,0
23.0,2,1,1,1,24,3,9,7,5,1,4,2,0
29.0,1,4,1,1,12,3,3,5,1,4,1,0,1
31.0,2,4,1,1,20,1,9,4,5,1,2,1,0
35.0,1,3,1,1,15,1,3,3,1,1,1,2,0
25.0,2,1,1,1,24,1,9,1,5,4,1,2,2
25.0,2,4,1,1,24,2,1,7,5,4,1,1,2
19.0,1,1,1,1,24,2,3,2,5,4,6,3,1
43.0,2,4,1,1,12,3,9,4,4,3,6,1,1
24.0,1,4,1,1,12,1,1,7,5,2,11,4,2
23.0,2,4,1,1,16,2,9,1,5,4,1,1,0
43.0,1,3,1,1,24,3,7,7,5,4,6,1,0
30.0,2,4,1,1,24,3,1,7,5,3,1,2,0
38.0,2,4,1,1,16,3,9,3,5,2,3,3,0
36.0,2,4,1,1,24,1,3,1,5,3,1,1,2
25.0,2,1,1,1,16,3,9,2,5,4,-1,3,0
24.0,2,1,1,1,15,2,2,2,5,4,3,1,0
22.0,2,4,1,1,24,3,9,7,5,4,4,1,0
44.0,2,1,1,1,4,3,9,4,5,2,6,4,2
48.0,1,1,1,1,12,1,9,5,5,1,11,2,1
48.0,2,1,1,1,12,3,9,4,5,4,6,2,0
34.0,2,4,1,2,-1,1,9,3,-1,4,2,3,1
